stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\szymo\Downloads\Arkanoid-master\Arkanoid-master\bin\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.07696] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.07697] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.07697] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.07715] added dtor for bitmap 000000000210E210, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07796] added dtor for sub_bitmap 0000000002141A10, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07801] added dtor for sub_bitmap 0000000002141BC0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07803] added dtor for sub_bitmap 0000000002141D70, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07805] added dtor for sub_bitmap 0000000002141F20, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07806] added dtor for sub_bitmap 00000000021420D0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07814] added dtor for sub_bitmap 0000000002142280, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07816] added dtor for sub_bitmap 0000000002142430, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07824] added dtor for sub_bitmap 00000000021425E0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07836] added dtor for sub_bitmap 0000000002142790, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07840] added dtor for sub_bitmap 0000000002142940, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07842] added dtor for sub_bitmap 0000000002142AF0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07843] added dtor for sub_bitmap 0000000002142CA0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07848] added dtor for sub_bitmap 0000000002142E50, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07850] added dtor for sub_bitmap 0000000002143000, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07854] added dtor for sub_bitmap 0000000002143A70, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07855] added dtor for sub_bitmap 00000000021438C0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07856] added dtor for sub_bitmap 0000000002143DD0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07858] added dtor for sub_bitmap 0000000002143C20, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07859] added dtor for sub_bitmap 00000000021433B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07860] added dtor for sub_bitmap 0000000002143F80, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07861] added dtor for sub_bitmap 0000000002143200, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07862] added dtor for sub_bitmap 0000000002143560, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07864] added dtor for sub_bitmap 0000000002143710, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07866] added dtor for sub_bitmap 00000000021454A0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07867] added dtor for sub_bitmap 0000000002144DE0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07868] added dtor for sub_bitmap 0000000002145D10, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07869] added dtor for sub_bitmap 0000000002145650, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07871] added dtor for sub_bitmap 00000000021443C0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07872] added dtor for sub_bitmap 00000000021448D0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07873] added dtor for sub_bitmap 0000000002145B60, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07874] added dtor for sub_bitmap 0000000002144720, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07876] added dtor for sub_bitmap 0000000002145EC0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07879] added dtor for sub_bitmap 0000000002144570, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07880] added dtor for sub_bitmap 0000000002144210, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07881] added dtor for sub_bitmap 0000000002144A80, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07883] added dtor for sub_bitmap 0000000002144C30, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07884] added dtor for sub_bitmap 0000000002144F90, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07885] added dtor for sub_bitmap 0000000002145140, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07886] added dtor for sub_bitmap 00000000021452F0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07888] added dtor for sub_bitmap 0000000002145800, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07889] added dtor for sub_bitmap 00000000021459B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07891] added dtor for sub_bitmap 0000000002146D90, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07892] added dtor for sub_bitmap 0000000002148020, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07893] added dtor for sub_bitmap 0000000002147960, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07894] added dtor for sub_bitmap 0000000002147600, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07896] added dtor for sub_bitmap 0000000002147B10, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07897] added dtor for sub_bitmap 00000000021486E0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07899] added dtor for sub_bitmap 0000000002147450, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07900] added dtor for sub_bitmap 0000000002146BE0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07901] added dtor for sub_bitmap 0000000002147E70, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07903] added dtor for sub_bitmap 00000000021481D0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07904] added dtor for sub_bitmap 0000000002146A30, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07905] added dtor for sub_bitmap 0000000002148380, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07906] added dtor for sub_bitmap 0000000002147CC0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07908] added dtor for sub_bitmap 00000000021470F0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07909] added dtor for sub_bitmap 00000000021477B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07910] added dtor for sub_bitmap 0000000002148530, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07911] added dtor for sub_bitmap 00000000021472A0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07913] added dtor for sub_bitmap 0000000002146F40, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07915] added dtor for sub_bitmap 0000000002149760, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07916] added dtor for sub_bitmap 0000000002149250, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07918] added dtor for sub_bitmap 0000000002149AC0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07919] added dtor for sub_bitmap 0000000002149E20, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07920] added dtor for sub_bitmap 0000000002149FD0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07923] added dtor for sub_bitmap 0000000002149C70, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07924] added dtor for sub_bitmap 000000000214A180, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07925] added dtor for sub_bitmap 000000000214A330, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07927] added dtor for sub_bitmap 0000000002149910, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07928] added dtor for sub_bitmap 000000000214A840, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07929] added dtor for sub_bitmap 000000000214AF00, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07930] added dtor for sub_bitmap 000000000214A9F0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07932] added dtor for sub_bitmap 000000000214ABA0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07933] added dtor for sub_bitmap 000000000214A4E0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07935] added dtor for sub_bitmap 000000000214AD50, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07936] added dtor for sub_bitmap 000000000214A690, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07937] added dtor for sub_bitmap 0000000002149400, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07938] added dtor for sub_bitmap 00000000021495B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07941] added dtor for sub_bitmap 000000000214CEB0, func 0000000061AC1BE5
